Time.time,PlayerName,accelerometerRawX,accelerometerRawY,playerPosX,playerPosY,playerVelocity,puckPosX,puckPosY,puckVelocity,scoreBlue,scoreRed
0.01647891,PlayerRed,0,0,0,3,0,0.2191207,-0.215022,0,0,0
0.03299436,PlayerRed,0,0,0,3,0,0.2191207,-0.215022,0,0,0
0.04956154,PlayerRed,0,0,0,3,0,0.2191207,-0.215022,0,0,0
0.06638695,PlayerRed,0,0,0,3,0,0.2191207,-0.215022,0,0,0
0.08287653,PlayerRed,0,0,0,3,0,0.2191207,-0.215022,0,0,0
0.09927251,PlayerRed,0,0,0,3,0,0.2191207,-0.215022,0,0,0
0.1158401,PlayerRed,0,0,0,3,0,0.2191207,-0.215022,0,0,0
0.133285,PlayerRed,0,0,0,3,0,0.2191207,-0.215022,0,0,0
0.1489712,PlayerRed,0,0,0,3,0,0.2191207,-0.215022,0,0,0
0.1659,PlayerRed,0,0,0,3,0,0.2191207,-0.215022,0,0,0
0.1827768,PlayerRed,0,0,0,3,0,0.2191207,-0.215022,0,0,0
0.1993366,PlayerRed,0,0,0,3,0,0.2191207,-0.215022,0,0,0
0.2157888,PlayerRed,0,0,0,3,0,0.2191207,-0.215022,0,0,0
0.2321971,PlayerRed,0,0,0,3,0,0.2191207,-0.215022,0,0,0
0.2491625,PlayerRed,0,0,0,3,0,0.2191207,-0.215022,0,0,0
0.2653113,PlayerRed,0,0,0,3,0,0.2191207,-0.215022,0,0,0
0.2818748,PlayerRed,0,0,0,3,0,0.2191207,-0.215022,0,0,0
0.2986407,PlayerRed,0,0,0,3,0,0.2191207,-0.215022,0,0,0
0.3176966,PlayerRed,0,0,0,3,0,0.2191207,-0.215022,0,0,0
0.3342666,PlayerRed,0,0,0,3,0,0.2191207,-0.215022,0,0,0
0.3509857,PlayerRed,0,0,0,3,0,0.2191207,-0.215022,0,0,0
0.3674055,PlayerRed,0,0,0,3,0,0.2191207,-0.215022,0,0,0
0.3839702,PlayerRed,0,0,0,3,0,0.2191207,-0.215022,0,0,0
0.4005337,PlayerRed,0,0,0,3,0,0.2191207,-0.215022,0,0,0
0.4171042,PlayerRed,0,0,0,3,0,0.2191207,-0.215022,0,0,0
