Time.time,PlayerName,accelerometerRawX,accelerometerRawY,playerPosX,playerPosY,playerVelocity,puckPosX,puckPosY,puckVelocity,scoreBlue,scoreRed
5.3,PlayerRed,0.01266479,-0.07946777,-0.0007154199,3.375893,(0.0, 0.2),0,0,0,0,0
5.32,PlayerRed,0.01266479,-0.07946777,-0.0006998093,3.380243,(0.0, 0.2),0,0,0,0,0
5.34,PlayerRed,0.01266479,-0.07946777,-0.0007040394,3.384313,(0.0, 0.2),0,0,0,0,0
5.36,PlayerRed,0.01266479,-0.07946777,-0.0007263064,3.388129,(0.0, 0.2),0,0,0,0,0
5.38,PlayerRed,0.01266479,-0.07946777,-0.0007649707,3.391713,(0.0, 0.2),0,0,0,0,0
5.4,PlayerRed,0.01266479,-0.07946777,-0.0008185416,3.395087,(0.0, 0.2),0,0,0,0,0
5.42,PlayerRed,0.01266479,-0.07946777,-0.000885664,3.39827,(0.0, 0.2),0,0,0,0,0
5.44,PlayerRed,0.01266479,-0.07946777,-0.0009651058,3.401279,(0.0, 0.2),0,0,0,0,0
5.46,PlayerRed,0.01266479,-0.07946777,-0.001055747,3.40413,(0.0, 0.1),0,0,0,0,0
5.48,PlayerRed,0.01187134,0.06059265,-0.00115657,3.406838,(0.0, 0.1),0,0,0,0,0
5.5,PlayerRed,0.01187134,0.06059265,-0.001265494,3.409211,(0.0, 0.1),0,0,0,0,0
5.52,PlayerRed,0.01187134,0.06059265,-0.001381784,3.411281,(0.0, 0.1),0,0,0,0,0
5.54,PlayerRed,0.01187134,0.06059265,-0.001504769,3.413074,(0.0, 0.1),0,0,0,0,0
5.56,PlayerRed,0.01187134,0.06059265,-0.001633841,3.414616,(0.0, 0.1),0,0,0,0,0
5.58,PlayerRed,0.01187134,0.06059265,-0.001768447,3.41593,(0.0, 0.1),0,0,0,0,0
5.6,PlayerRed,0.01187134,0.06059265,-0.001908083,3.417036,(0.0, 0.1),0,0,0,0,0
5.62,PlayerRed,0.01187134,0.06059265,-0.002052293,3.417953,(0.0, 0.0),0,0,0,0,0
5.64,PlayerRed,0.01187134,0.06059265,-0.00220066,3.418699,(0.0, 0.0),0,0,0,0,0
5.66,PlayerRed,0.01187134,0.06059265,-0.002352806,3.419289,(0.0, 0.0),0,0,0,0,0
5.68,PlayerRed,0.01187134,0.06059265,-0.002508388,3.419737,(0.0, 0.0),0,0,0,0,0
