Time.time,PlayerName,accelerometerRawX,accelerometerRawY,playerPosX,playerPosY,playerVelocity,puckPosX,puckPosY,puckVelocity,scoreBlue,scoreRed
0.01647891,PlayerBlue,0,0,0,-3,0,0.2191207,-0.215022,0,0,0
0.03299436,PlayerBlue,0,0,0,-3,0,0.2191207,-0.215022,0,0,0
0.04956154,PlayerBlue,0,0,0,-3,0,0.2191207,-0.215022,0,0,0
0.06638695,PlayerBlue,0,0,0,-3,0,0.2191207,-0.215022,0,0,0
0.08287653,PlayerBlue,0,0,0,-3,0,0.2191207,-0.215022,0,0,0
0.09927251,PlayerBlue,0,0,0,-3,0,0.2191207,-0.215022,0,0,0
0.1158401,PlayerBlue,0,0,0,-3,0,0.2191207,-0.215022,0,0,0
0.133285,PlayerBlue,0,0,0,-3,0,0.2191207,-0.215022,0,0,0
0.1489712,PlayerBlue,0,0,0,-3,0,0.2191207,-0.215022,0,0,0
0.1659,PlayerBlue,0,0,0,-3,0,0.2191207,-0.215022,0,0,0
0.1827768,PlayerBlue,0,0,0,-3,0,0.2191207,-0.215022,0,0,0
0.1993366,PlayerBlue,0,0,0,-3,0,0.2191207,-0.215022,0,0,0
0.2157888,PlayerBlue,0,0,0,-3,0,0.2191207,-0.215022,0,0,0
0.2321971,PlayerBlue,0,0,0,-3,0,0.2191207,-0.215022,0,0,0
0.2491625,PlayerBlue,0,0,0,-3,0,0.2191207,-0.215022,0,0,0
0.2653113,PlayerBlue,0,0,0,-3,0,0.2191207,-0.215022,0,0,0
0.2818748,PlayerBlue,0,0,0,-3,0,0.2191207,-0.215022,0,0,0
0.2986407,PlayerBlue,0,0,0,-3,0,0.2191207,-0.215022,0,0,0
0.3176966,PlayerBlue,0,0,0,-3,0,0.2191207,-0.215022,0,0,0
0.3342666,PlayerBlue,0,0,0,-3,0,0.2191207,-0.215022,0,0,0
0.3509857,PlayerBlue,0,0,0,-3,0,0.2191207,-0.215022,0,0,0
0.3674055,PlayerBlue,0,0,0,-3,0,0.2191207,-0.215022,0,0,0
0.3839702,PlayerBlue,0,0,0,-3,0,0.2191207,-0.215022,0,0,0
0.4005337,PlayerBlue,0,0,0,-3,0,0.2191207,-0.215022,0,0,0
0.4171042,PlayerBlue,0,0,0,-3,0,0.2191207,-0.215022,0,0,0
0.4337247,PlayerBlue,0,0,0,-3,0,0.2191207,-0.215022,0,0,0
0.4502393,PlayerBlue,0,0,0,-3,0,0.2191207,-0.215022,0,0,0
0.4675792,PlayerBlue,0,0,0,-3,0,0.2191207,-0.215022,0,0,0
0.4833708,PlayerBlue,0,0,0,-3,0,0.2191207,-0.215022,0,0,0
0.4999326,PlayerBlue,0,0,0,-3,0,0.2191207,-0.215022,0,0,0
0.5169933,PlayerBlue,0,0,0,-3,0,0.2191207,-0.215022,0,0,0
0.5342666,PlayerBlue,0,0,0,-3,0,0.2191207,-0.215022,0,0,0
0.5508366,PlayerBlue,0,0,0,-3,0,0.2191207,-0.215022,0,0,0
0.5683,PlayerBlue,0,0,0,-3,0,0.2191207,-0.215022,0,0,0
0.5848688,PlayerBlue,0,0,0,-3,0,0.2191207,-0.215022,0,0,0
0.601436,PlayerBlue,0,0,0,-3,0,0.2191207,-0.215022,0,0,0
0.6181473,PlayerBlue,0,0,0,-3,0,0.2191207,-0.215022,0,0,0
0.6345696,PlayerBlue,0,0,0,-3,0,0.2191207,-0.215022,0,0,0
